,tic,Date,TRBC Business Sector Name,Industry Name,Trailing PE,pe_exi
2523,HRL,2019-07,Food & Beverages,Food Processing,21.98,22.399
2524,HRL,2019-08,Food & Beverages,Food Processing,21.98,23.284
2525,HRL,2019-09,Food & Beverages,Food Processing,21.98,24.16
2526,HRL,2019-10,Food & Beverages,Food Processing,21.98,22.591
2527,HRL,2019-11,Food & Beverages,Food Processing,21.98,24.602
2528,HRL,2019-12,Food & Beverages,Food Processing,21.98,25.061
2529,HSIC,2019-01,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,39.442
2530,HSIC,2019-02,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,16.991
2531,HSIC,2019-03,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,17.223
2532,HSIC,2019-04,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,18.355
2533,HSIC,2019-05,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,22.538
2534,HSIC,2019-06,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,24.441
2535,HSIC,2019-07,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,23.266
2536,HSIC,2019-08,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,21.103
2537,HSIC,2019-09,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,21.747
2538,HSIC,2019-10,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,21.433
2539,HSIC,2019-11,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,21.265
2540,HSIC,2019-12,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,20.593
2541,HSY,2019-01,Food & Beverages,Food Processing,21.98,21.921
2542,HSY,2019-02,Food & Beverages,Food Processing,21.98,19.835
2543,HSY,2019-03,Food & Beverages,Food Processing,21.98,20.579
2544,HSY,2019-04,Food & Beverages,Food Processing,21.98,22.375
2545,HSY,2019-05,Food & Beverages,Food Processing,21.98,24.528
2546,HSY,2019-06,Food & Beverages,Food Processing,21.98,24.913
2547,HSY,2019-07,Food & Beverages,Food Processing,21.98,28.204
2548,HSY,2019-08,Food & Beverages,Food Processing,21.98,27.419
2549,HSY,2019-09,Food & Beverages,Food Processing,21.98,26.815
2550,HSY,2019-10,Food & Beverages,Food Processing,21.98,25.41
2551,HSY,2019-11,Food & Beverages,Food Processing,21.98,24.409
2552,HSY,2019-12,Food & Beverages,Food Processing,21.98,24.214
2553,HUM,2019-01,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,28.426
2554,HUM,2019-02,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,23.441
2555,HUM,2019-03,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,21.875
2556,HUM,2019-04,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,21.004
2557,HUM,2019-05,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,19.16
2558,HUM,2019-06,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,20.759
2559,HUM,2019-07,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,23.22
2560,HUM,2019-08,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,15.451
2561,HUM,2019-09,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,13.948
2562,HUM,2019-10,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,16.05
2563,HUM,2019-11,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,18.131
2564,HUM,2019-12,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,19.475
2565,IBM,2019-01,Software & IT Services,Software (System & Application),109.84,21.611
2566,IBM,2019-02,Software & IT Services,Software (System & Application),109.84,14.525
2567,IBM,2019-03,Software & IT Services,Software (System & Application),109.84,14.837
2568,IBM,2019-04,Software & IT Services,Software (System & Application),109.84,14.75
2569,IBM,2019-05,Software & IT Services,Software (System & Application),109.84,13.396
2570,IBM,2019-06,Software & IT Services,Software (System & Application),109.84,14.546
2571,IBM,2019-07,Software & IT Services,Software (System & Application),109.84,15.637
2572,IBM,2019-08,Software & IT Services,Software (System & Application),109.84,14.016
2573,IBM,2019-09,Software & IT Services,Software (System & Application),109.84,15.038
2574,IBM,2019-10,Software & IT Services,Software (System & Application),109.84,13.829
2575,IBM,2019-11,Software & IT Services,Software (System & Application),109.84,15.616
2576,IBM,2019-12,Software & IT Services,Software (System & Application),109.84,15.568
2577,ICE,2019-01,Banking & Investment Services,Banks (Regional),25.3,17.211
2578,ICE,2019-02,Banking & Investment Services,Banks (Regional),25.3,22.493
2579,ICE,2019-03,Banking & Investment Services,Banks (Regional),25.3,22.198
2580,ICE,2019-04,Banking & Investment Services,Banks (Regional),25.3,23.717
2581,ICE,2019-05,Banking & Investment Services,Banks (Regional),25.3,23.556
2582,ICE,2019-06,Banking & Investment Services,Banks (Regional),25.3,24.625
2583,ICE,2019-07,Banking & Investment Services,Banks (Regional),25.3,25.175
2584,ICE,2019-08,Banking & Investment Services,Banks (Regional),25.3,26.407
2585,ICE,2019-09,Banking & Investment Services,Banks (Regional),25.3,26.065
2586,ICE,2019-10,Banking & Investment Services,Banks (Regional),25.3,26.644
2587,ICE,2019-11,Banking & Investment Services,Banks (Regional),25.3,25.52
2588,ICE,2019-12,Banking & Investment Services,Banks (Regional),25.3,25.081
2589,IDXX,2019-01,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,57.199
2590,IDXX,2019-02,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,49.538
2591,IDXX,2019-03,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,52.488
2592,IDXX,2019-04,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,54.46
2593,IDXX,2019-05,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,56.381
2594,IDXX,2019-06,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,62.151
2595,IDXX,2019-07,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,63.668
2596,IDXX,2019-08,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,62.444
2597,IDXX,2019-09,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,58.606
2598,IDXX,2019-10,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,61.425
2599,IDXX,2019-11,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,52.087
2600,IDXX,2019-12,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,54.064
2601,IEX,2019-01,Industrial Goods,Machinery,25.33,26.359
2602,IEX,2019-02,Industrial Goods,Machinery,25.33,27.24
2603,IEX,2019-03,Industrial Goods,Machinery,25.33,28.684
2604,IEX,2019-04,Industrial Goods,Machinery,25.33,29.614
2605,IEX,2019-05,Industrial Goods,Machinery,25.33,27.969
2606,IEX,2019-06,Industrial Goods,Machinery,25.33,31.527
2607,IEX,2019-07,Industrial Goods,Machinery,25.33,30.81
2608,IEX,2019-08,Industrial Goods,Machinery,25.33,29.624
2609,IEX,2019-09,Industrial Goods,Machinery,25.33,29.475
2610,IEX,2019-10,Industrial Goods,Machinery,25.33,27.973
2611,IEX,2019-11,Industrial Goods,Machinery,25.33,29.217
2612,IEX,2019-12,Industrial Goods,Machinery,25.33,30.88
2613,IFF,2019-01,Food & Beverages,Food Processing,21.98,40.164
2614,IFF,2019-02,Food & Beverages,Food Processing,21.98,33.641
2615,IFF,2019-03,Food & Beverages,Food Processing,21.98,33.982
2616,IFF,2019-04,Food & Beverages,Food Processing,21.98,36.356
2617,IFF,2019-05,Food & Beverages,Food Processing,21.98,39.026
2618,IFF,2019-06,Food & Beverages,Food Processing,21.98,41.813
2619,IFF,2019-07,Food & Beverages,Food Processing,21.98,41.496
2620,IFF,2019-08,Food & Beverages,Food Processing,21.98,32.091
2621,IFF,2019-09,Food & Beverages,Food Processing,21.98,35.874
2622,IFF,2019-10,Food & Beverages,Food Processing,21.98,35.675
2623,IFF,2019-11,Food & Beverages,Food Processing,21.98,41.661
2624,IFF,2019-12,Food & Beverages,Food Processing,21.98,38.059
2625,ILMN,2019-01,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,60.692
2626,ILMN,2019-02,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,56.254
2627,ILMN,2019-03,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,55.879
2628,ILMN,2019-04,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,56.115
2629,ILMN,2019-05,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,53.656
2630,ILMN,2019-06,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,64.362
2631,ILMN,2019-07,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,52.339
2632,ILMN,2019-08,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,44.657
2633,ILMN,2019-09,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,48.289
2634,ILMN,2019-10,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,46.908
2635,ILMN,2019-11,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,49.046
2636,ILMN,2019-12,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,50.725
2637,INCY,2019-01,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,-154.98
2638,INCY,2019-02,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,169.078
2639,INCY,2019-03,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,168.647
2640,INCY,2019-04,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,150.588
2641,INCY,2019-05,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,67.205
2642,INCY,2019-06,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,72.615
2643,INCY,2019-07,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,72.581
2644,INCY,2019-08,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,57.62
2645,INCY,2019-09,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,52.275
2646,INCY,2019-10,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,59.099
2647,INCY,2019-11,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,50.353
2648,INCY,2019-12,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,46.695
2649,INTC,2019-01,Technology Equipment,Computers/Peripherals,50.94,14.725
2650,INTC,2019-02,Technology Equipment,Computers/Peripherals,50.94,11.821
2651,INTC,2019-03,Technology Equipment,Computers/Peripherals,50.94,11.987
2652,INTC,2019-04,Technology Equipment,Computers/Peripherals,50.94,11.393
2653,INTC,2019-05,Technology Equipment,Computers/Peripherals,50.94,9.964
2654,INTC,2019-06,Technology Equipment,Computers/Peripherals,50.94,10.83
2655,INTC,2019-07,Technology Equipment,Computers/Peripherals,50.94,11.437
2656,INTC,2019-08,Technology Equipment,Computers/Peripherals,50.94,11.051
2657,INTC,2019-09,Technology Equipment,Computers/Peripherals,50.94,12.012
2658,INTC,2019-10,Technology Equipment,Computers/Peripherals,50.94,13.177
2659,INTC,2019-11,Technology Equipment,Computers/Peripherals,50.94,13.627
2660,INTC,2019-12,Technology Equipment,Computers/Peripherals,50.94,14.049
2661,INTU,2019-01,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),50.79,41.424
2662,INTU,2019-02,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),50.79,47.434
2663,INTU,2019-03,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),50.79,50.079
2664,INTU,2019-04,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),50.79,48.096
2665,INTU,2019-05,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),50.79,46.906
2666,INTU,2019-06,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),50.79,44.218
2667,INTU,2019-07,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),50.79,46.922
2668,INTU,2019-08,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),50.79,48.792
2669,INTU,2019-09,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),50.79,45.151
2670,INTU,2019-10,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),50.79,43.718
2671,INTU,2019-11,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),50.79,43.954
2672,INTU,2019-12,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),50.79,43.728
2685,IP,2019-01,Applied Resources,Metals & Mining,43.79,7.006
2686,IP,2019-02,Applied Resources,Metals & Mining,43.79,11.398
2687,IP,2019-03,Applied Resources,Metals & Mining,43.79,11.51
2688,IP,2019-04,Applied Resources,Metals & Mining,43.79,11.644
2689,IP,2019-05,Applied Resources,Metals & Mining,43.79,9.827
2690,IP,2019-06,Applied Resources,Metals & Mining,43.79,10.265
2691,IP,2019-07,Applied Resources,Metals & Mining,43.79,10.405
2692,IP,2019-08,Applied Resources,Metals & Mining,43.79,9.949
2693,IP,2019-09,Applied Resources,Metals & Mining,43.79,10.641
2694,IP,2019-10,Applied Resources,Metals & Mining,43.79,11.115
2695,IP,2019-11,Applied Resources,Metals & Mining,43.79,13.51
2696,IP,2019-12,Applied Resources,Metals & Mining,43.79,13.426
2697,IPG,2019-01,Cyclical Consumer Services,Business & Consumer Services,20.6,16.367
2698,IPG,2019-02,Cyclical Consumer Services,Business & Consumer Services,20.6,14.484
2699,IPG,2019-03,Cyclical Consumer Services,Business & Consumer Services,20.6,13.214
2700,IPG,2019-04,Cyclical Consumer Services,Business & Consumer Services,20.6,14.465
2701,IPG,2019-05,Cyclical Consumer Services,Business & Consumer Services,20.6,13.263
2702,IPG,2019-06,Cyclical Consumer Services,Business & Consumer Services,20.6,14.119
2703,IPG,2019-07,Cyclical Consumer Services,Business & Consumer Services,20.6,14.325
2704,IPG,2019-08,Cyclical Consumer Services,Business & Consumer Services,20.6,11.976
2705,IPG,2019-09,Cyclical Consumer Services,Business & Consumer Services,20.6,12.988
2706,IPG,2019-10,Cyclical Consumer Services,Business & Consumer Services,20.6,13.102
2707,IPG,2019-11,Cyclical Consumer Services,Business & Consumer Services,20.6,13.333
2708,IPG,2019-12,Cyclical Consumer Services,Business & Consumer Services,20.6,13.75
2709,IQV,2019-01,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,22.633
2710,IQV,2019-02,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,112.984
2711,IQV,2019-03,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,116.008
2712,IQV,2019-04,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,112.016
2713,IQV,2019-05,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,112.273
2714,IQV,2019-06,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,132.975
2715,IQV,2019-07,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,131.545
2716,IQV,2019-08,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,127.172
2717,IQV,2019-09,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,122.443
2718,IQV,2019-10,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,118.377
2719,IQV,2019-11,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,120.645
2720,IQV,2019-12,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,127.694
2745,ISRG,2019-01,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,25.821
2746,ISRG,2019-02,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,57.704
2747,ISRG,2019-03,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,60.124
2748,ISRG,2019-04,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,53.807
2749,ISRG,2019-05,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,16.124
2750,ISRG,2019-06,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,18.195
2751,ISRG,2019-07,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,18.02
2752,ISRG,2019-08,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,16.826
2753,ISRG,2019-09,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,17.767
2754,ISRG,2019-10,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,18.195
2755,ISRG,2019-11,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,17.95
2756,ISRG,2019-12,Healthcare Services & Equipment,Heathcare Information and Technology,195.14,17.897
2757,IT,2019-01,Software & IT Services,Software (System & Application),109.84,86.006
2758,IT,2019-02,Software & IT Services,Software (System & Application),109.84,106.992
2759,IT,2019-03,Software & IT Services,Software (System & Application),109.84,114.045
2760,IT,2019-04,Software & IT Services,Software (System & Application),109.84,119.526
2761,IT,2019-05,Software & IT Services,Software (System & Application),109.84,85.0
2762,IT,2019-06,Software & IT Services,Software (System & Application),109.84,90.416
2763,IT,2019-07,Software & IT Services,Software (System & Application),109.84,78.275
2764,IT,2019-08,Software & IT Services,Software (System & Application),109.84,55.465
2765,IT,2019-09,Software & IT Services,Software (System & Application),109.84,59.332
2766,IT,2019-10,Software & IT Services,Software (System & Application),109.84,63.934
2767,IT,2019-11,Software & IT Services,Software (System & Application),109.84,58.562
2768,IT,2019-12,Software & IT Services,Software (System & Application),109.84,56.241
2769,ITW,2019-01,Consumer Goods Conglomerates,Household Products,40.46,24.741
2770,ITW,2019-02,Consumer Goods Conglomerates,Household Products,40.46,18.958
2771,ITW,2019-03,Consumer Goods Conglomerates,Household Products,40.46,18.886
2772,ITW,2019-04,Consumer Goods Conglomerates,Household Products,40.46,20.478
2773,ITW,2019-05,Consumer Goods Conglomerates,Household Products,40.46,18.594
2774,ITW,2019-06,Consumer Goods Conglomerates,Household Products,40.46,20.081
2775,ITW,2019-07,Consumer Goods Conglomerates,Household Products,40.46,20.537
2776,ITW,2019-08,Consumer Goods Conglomerates,Household Products,40.46,20.115
2777,ITW,2019-09,Consumer Goods Conglomerates,Household Products,40.46,21.005
2778,ITW,2019-10,Consumer Goods Conglomerates,Household Products,40.46,22.628
2779,ITW,2019-11,Consumer Goods Conglomerates,Household Products,40.46,22.968
2780,ITW,2019-12,Consumer Goods Conglomerates,Household Products,40.46,23.667
2805,JBHT,2019-01,Transportation,Transportation,17.67,15.055
2806,JBHT,2019-02,Transportation,Transportation,17.67,24.305
2807,JBHT,2019-03,Transportation,Transportation,17.67,22.865
2808,JBHT,2019-04,Transportation,Transportation,17.67,21.327
2809,JBHT,2019-05,Transportation,Transportation,17.67,19.09
2810,JBHT,2019-06,Transportation,Transportation,17.67,20.496
2811,JBHT,2019-07,Transportation,Transportation,17.67,22.953
2812,JBHT,2019-08,Transportation,Transportation,17.67,25.009
2813,JBHT,2019-09,Transportation,Transportation,17.67,25.613
2814,JBHT,2019-10,Transportation,Transportation,17.67,27.213
2815,JBHT,2019-11,Transportation,Transportation,17.67,27.333
2816,JBHT,2019-12,Transportation,Transportation,17.67,27.608
2829,JKHY,2019-01,Software & IT Services,Software (System & Application),109.84,27.144
2830,JKHY,2019-02,Software & IT Services,Software (System & Application),109.84,35.653
2831,JKHY,2019-03,Software & IT Services,Software (System & Application),109.84,37.296
2832,JKHY,2019-04,Software & IT Services,Software (System & Application),109.84,40.07
2833,JKHY,2019-05,Software & IT Services,Software (System & Application),109.84,36.552
2834,JKHY,2019-06,Software & IT Services,Software (System & Application),109.84,37.304
2835,JKHY,2019-07,Software & IT Services,Software (System & Application),109.84,38.914
2836,JKHY,2019-08,Software & IT Services,Software (System & Application),109.84,41.182
2837,JKHY,2019-09,Software & IT Services,Software (System & Application),109.84,41.469
2838,JKHY,2019-10,Software & IT Services,Software (System & Application),109.84,40.216
2839,JKHY,2019-11,Software & IT Services,Software (System & Application),109.84,42.206
2840,JKHY,2019-12,Software & IT Services,Software (System & Application),109.84,40.464
2841,JNJ,2019-01,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,266.16
2842,JNJ,2019-02,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,24.357
2843,JNJ,2019-03,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,24.918
2844,JNJ,2019-04,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,25.169
2845,JNJ,2019-05,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,24.287
2846,JNJ,2019-06,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,25.793
2847,JNJ,2019-07,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,24.115
2848,JNJ,2019-08,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,21.287
2849,JNJ,2019-09,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,21.456
2850,JNJ,2019-10,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,21.897
2851,JNJ,2019-11,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,26.189
2852,JNJ,2019-12,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),106.46,27.785
2853,JNPR,2019-01,Technology Equipment,Computers/Peripherals,50.94,39.908
2854,JNPR,2019-02,Technology Equipment,Computers/Peripherals,50.94,16.925
2855,JNPR,2019-03,Technology Equipment,Computers/Peripherals,50.94,16.544
2856,JNPR,2019-04,Technology Equipment,Computers/Peripherals,50.94,17.356
2857,JNPR,2019-05,Technology Equipment,Computers/Peripherals,50.94,15.286
2858,JNPR,2019-06,Technology Equipment,Computers/Peripherals,50.94,16.54
2859,JNPR,2019-07,Technology Equipment,Computers/Peripherals,50.94,16.783
2860,JNPR,2019-08,Technology Equipment,Computers/Peripherals,50.94,16.426
2861,JNPR,2019-09,Technology Equipment,Computers/Peripherals,50.94,17.553
2862,JNPR,2019-10,Technology Equipment,Computers/Peripherals,50.94,17.603
2863,JNPR,2019-11,Technology Equipment,Computers/Peripherals,50.94,23.867
2864,JNPR,2019-12,Technology Equipment,Computers/Peripherals,50.94,23.457
2865,K,2019-01,Food & Beverages,Food Processing,21.98,11.197
2866,K,2019-02,Food & Beverages,Food Processing,21.98,14.689
2867,K,2019-03,Food & Beverages,Food Processing,21.98,14.982
2868,K,2019-04,Food & Beverages,Food Processing,21.98,15.744
2869,K,2019-05,Food & Beverages,Food Processing,21.98,15.55
2870,K,2019-06,Food & Beverages,Food Processing,21.98,15.849
2871,K,2019-07,Food & Beverages,Food Processing,21.98,17.225
2872,K,2019-08,Food & Beverages,Food Processing,21.98,25.02
2873,K,2019-09,Food & Beverages,Food Processing,21.98,25.637
2874,K,2019-10,Food & Beverages,Food Processing,21.98,25.311
2875,K,2019-11,Food & Beverages,Food Processing,21.98,30.43
2876,K,2019-12,Food & Beverages,Food Processing,21.98,32.318
2878,KDP,2019-02,Food & Beverages,Food Processing,21.98,59.881
2879,KDP,2019-03,Food & Beverages,Food Processing,21.98,66.595
2880,KDP,2019-04,Food & Beverages,Food Processing,21.98,69.214
2881,KDP,2019-05,Food & Beverages,Food Processing,21.98,54.212
2882,KDP,2019-06,Food & Beverages,Food Processing,21.98,55.577
2883,KDP,2019-07,Food & Beverages,Food Processing,21.98,54.115
2884,KDP,2019-08,Food & Beverages,Food Processing,21.98,40.118
2885,KDP,2019-09,Food & Beverages,Food Processing,21.98,40.176
2886,KDP,2019-10,Food & Beverages,Food Processing,21.98,41.412
2887,KDP,2019-11,Food & Beverages,Food Processing,21.98,39.165
2888,KDP,2019-12,Food & Beverages,Food Processing,21.98,36.646
2889,KEYS,2019-01,Technology Equipment,Computers/Peripherals,50.94,86.07
2890,KEYS,2019-02,Technology Equipment,Computers/Peripherals,50.94,98.151
2891,KEYS,2019-03,Technology Equipment,Computers/Peripherals,50.94,90.833
2892,KEYS,2019-04,Technology Equipment,Computers/Peripherals,50.94,90.656
2893,KEYS,2019-05,Technology Equipment,Computers/Peripherals,50.94,78.26
2894,KEYS,2019-06,Technology Equipment,Computers/Peripherals,50.94,63.246
2895,KEYS,2019-07,Technology Equipment,Computers/Peripherals,50.94,63.042
2896,KEYS,2019-08,Technology Equipment,Computers/Peripherals,50.94,68.211
2897,KEYS,2019-09,Technology Equipment,Computers/Peripherals,50.94,60.031
2898,KEYS,2019-10,Technology Equipment,Computers/Peripherals,50.94,62.29
2899,KEYS,2019-11,Technology Equipment,Computers/Peripherals,50.94,66.068
2900,KEYS,2019-12,Technology Equipment,Computers/Peripherals,50.94,31.578
2901,KHC,2019-01,Food & Beverages,Food Processing,21.98,5.694
2902,KHC,2019-02,Food & Beverages,Food Processing,21.98,-3.97
2903,KHC,2019-03,Food & Beverages,Food Processing,21.98,-3.906
2904,KHC,2019-04,Food & Beverages,Food Processing,21.98,-3.976
2905,KHC,2019-05,Food & Beverages,Food Processing,21.98,-3.124
2906,KHC,2019-06,Food & Beverages,Food Processing,21.98,-3.507
2907,KHC,2019-07,Food & Beverages,Food Processing,21.98,-3.617
2908,KHC,2019-08,Food & Beverages,Food Processing,21.98,-2.804
2909,KHC,2019-09,Food & Beverages,Food Processing,21.98,-3.07
2910,KHC,2019-10,Food & Beverages,Food Processing,21.98,-3.553
2911,KHC,2019-11,Food & Beverages,Food Processing,21.98,-3.439
2912,KHC,2019-12,Food & Beverages,Food Processing,21.98,-3.622
2913,KLAC,2019-01,Technology Equipment,Computers/Peripherals,50.94,18.217
2914,KLAC,2019-02,Technology Equipment,Computers/Peripherals,50.94,12.65
2915,KLAC,2019-03,Technology Equipment,Computers/Peripherals,50.94,13.079
2916,KLAC,2019-04,Technology Equipment,Computers/Peripherals,50.94,13.963
2917,KLAC,2019-05,Technology Equipment,Computers/Peripherals,50.94,12.285
2918,KLAC,2019-06,Technology Equipment,Computers/Peripherals,50.94,14.088
2919,KLAC,2019-07,Technology Equipment,Computers/Peripherals,50.94,16.248
2920,KLAC,2019-08,Technology Equipment,Computers/Peripherals,50.94,19.746
2921,KLAC,2019-09,Technology Equipment,Computers/Peripherals,50.94,21.288
2922,KLAC,2019-10,Technology Equipment,Computers/Peripherals,50.94,22.569
2923,KLAC,2019-11,Technology Equipment,Computers/Peripherals,50.94,22.885
2924,KLAC,2019-12,Technology Equipment,Computers/Peripherals,50.94,24.884
2925,KMB,2019-01,Personal & Household Products & Services,Household Products,40.46,24.213
2926,KMB,2019-02,Personal & Household Products & Services,Household Products,40.46,28.99
2927,KMB,2019-03,Personal & Household Products & Services,Household Products,40.46,30.744
2928,KMB,2019-04,Personal & Household Products & Services,Household Products,40.46,31.856
2929,KMB,2019-05,Personal & Household Products & Services,Household Products,40.46,25.175
2930,KMB,2019-06,Personal & Household Products & Services,Household Products,40.46,26.236
2931,KMB,2019-07,Personal & Household Products & Services,Household Products,40.46,26.703
2932,KMB,2019-08,Personal & Household Products & Services,Household Products,40.46,27.241
2933,KMB,2019-09,Personal & Household Products & Services,Household Products,40.46,27.423
2934,KMB,2019-10,Personal & Household Products & Services,Household Products,40.46,25.653
2935,KMB,2019-11,Personal & Household Products & Services,Household Products,40.46,23.386
2936,KMB,2019-12,Personal & Household Products & Services,Household Products,40.46,23.593
2937,KMI,2019-01,Energy - Fossil Fuels,Oil/Gas (Integrated),12.96,-491.0
2938,KMI,2019-02,Energy - Fossil Fuels,Oil/Gas (Integrated),12.96,29.03
2939,KMI,2019-03,Energy - Fossil Fuels,Oil/Gas (Integrated),12.96,30.318
2940,KMI,2019-04,Energy - Fossil Fuels,Oil/Gas (Integrated),12.96,30.106
2941,KMI,2019-05,Energy - Fossil Fuels,Oil/Gas (Integrated),12.96,29.338
2942,KMI,2019-06,Energy - Fossil Fuels,Oil/Gas (Integrated),12.96,30.706
